time,open,high,low,close,volume
2026-06-05T00:00:00Z,5587.01,5587.01,5587.01,5587.01,0
2026-06-08T00:00:00Z,5587.01,5587.01,5587.01,5587.01,0
2026-06-09T00:00:00Z,5587.01,5587.01,5587.01,5587.01,0
2026-08-17T00:00:00Z,5587.01,5587.01,5587.01,5587.01,0
